SEC Region,Organization CRD#,SEC#,Firm Type,Primary Business Name,Legal Name,Main Office Street Address 1,Main Office Street Address 2,Main Office City,Main Office State,Main Office Country,Main Office Postal Code,Main Office Telephone Number,Main Office Facsimile Number,"Total number of offices, other than your Principal Office and place of business",Mail Office Street Address 1,Mail Office Street Address 2,Mail Office City,Mail Office State,Mail Office Country,Mail Office Postal Code,SEC Current Status,SEC Status Effective Date,Jurisdiction Notice Filed-Effective Date,Latest ADV Filing Date,Form Version,Website Address,1M,1N,1O,"1O - If yes, approx. amount of assets",1P,2B(1),2B(2),2B(3),3A,3A-Other,3B,3C-State,3C-Country,6A(1),6A(2),6A(3),6A(4),6A(5),6A(6),6A(7),6A(8),6A(9),6A(10),6A(11),6A(12),6A(13),6A(14),6A(14)-Other,6B(1),6B(2),6B(3),7A(1),7A(2),7A(3),7A(4),7A(5),7A(6),7A(7),7A(8),7A(9),7A(10),7A(11),7A(12),7A(13),7A(14),7A(15),7A(16),7B,10A,11,11A(1),11A(2),11B(1),11B(2),11C(1),11C(2),11C(3),11C(4),11C(5),11D(1),11D(2),11D(3),11D(4),11D(5),11E(1),11E(2),11E(3),11E(4),11F,11G,11H(1)(a),11H(1)(b),11H(1)(c),11H(2)
HQ,314863,802-121706,ERA,TANGLIN VENTURE PARTNERS PTE. LTD.,TANGLIN VENTURE PARTNERS PTE. LTD.,91 TANGLIN ROAD #03-09,TANGLIN PLACE,"SINGAPORE, SINGAPORE",,Singapore,247918,65 91194717,,0,,,,,,,ERA - Active,6/8/2021,,9/21/2021,Mar-20,https://sg.linkedin.com/company/tanglin-venture-partners,Y,N,N,,,Y,Y,N,Corporation,,JUNE,,Singapore,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,321175,802-125842,ERA,"SEVEN SEAS ADVISORS CO., LTD.","SEVEN SEAS ADVISORS CO., LTD.",FUKOKU SEIMEI BLDG. 18F,"2-2-2, UCHISAIWAI-CHO","CHIYODA-KU, TOKYO",,Japan,100-0011,81 3 3539 1490,,0,,,,,,,ERA - Active,5/11/2022,,5/11/2022,Oct-21,,Y,N,N,,,N,Y,N,Corporation,,JUNE,,Japan,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,300040,802-114626,ERA,"MP3, LLC","MP3, LLC",29 WINFIELD AVENUE,,HARRISON,NY,United States,10528,914-698-5757,,0,P.O. BOX 990,,LARCHMONT,NY,United States,10538,ERA - Active,12/21/2018,,3/12/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,162630,802-75050,ERA,VISION BRAZIL INVESTMENTS,VISION BRAZIL GESTÃO DE INVESTIMENTOS E PARTICIPAÇÕES LTDA.,"RUA HUNGRIA, 514, 9TH FLOOR",,SÃO PAULO,,Brazil,01455-000,55-11-3817-1600,55-11-3817-1623,0,,,,,,,ERA - Active,3/28/2012,,1/14/2022,Oct-21,HTTPS://WWW.VISIONBRAZIL.COM,Y,N,N,,,N,Y,N,Other (specify),BRAZILIAN LIMITADA,JUNE,,Brazil,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
BRO,319547,802-124806,ERA,120 CAPITAL,"120 CAPITAL, LLC","55 CAMBRIDGE PARKWAY,",8TH FLOOR,CAMBRIDGE,MA,United States,2142,857-837-0012,,3,,,,,,,ERA - Active,3/30/2022,,3/30/2022,Oct-21,,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,289108,802-111894,ERA,EMK CAPITAL LLP,EMK CAPITAL LLP,LEX HOUSE,17 CONNAUGHT PLACE,LONDON,,United Kingdom,W2 2ES,4.42076E+11,,3,,,,,,,ERA - Active,9/21/2017,,6/23/2021,Mar-20,HTTPS://WWW.EMKCAPITAL.COM,Y,N,N,,,N,Y,N,Limited Liability Partnership,,MARCH,,United Kingdom,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,302079,802-117575,ERA,STRATUS CAPITAL PARTNERS III S. GP LP,STRATUS CAPITAL PARTNERS III S. GP LP,"RUA FUNCHAL, 418",28 FLOOR,SAO PAULO,,Brazil,04551-060,55-11-2166-8800,,0,,,,,,,ERA - Active,10/3/2019,,2/11/2022,Oct-21,http://www.stratusbr.com/,N,N,N,,,N,Y,N,Limited Partnership,,DECEMBER,,United Kingdom,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
CHRO,171039,802-80768,ERA,HEALTHBOX GLOBAL PARTNERS,"HEALTHBOX GLOBAL PARTNERS, LLC",350 N ORLEANS,SUITE 10000,CHICAGO,IL,United States,60654,312-228-4669,312-243-4110,0,,,,,,,ERA - Active,12/15/2014,,3/29/2022,Oct-21,HTTP://TWITTER.COM/HEALTHBOX,N,N,N,,,Y,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,316725,802-122621,ERA,CREATIVE WEALTH MEDIA ADVISORS INC.,CREATIVE WEALTH MEDIA ADVISORS INC.,151 BLOOR ST WEST,SUITE 700,"TORONTO, ONTARIO",,Canada,M5S 1S4,416-410-6423,416-519-8151,0,,,,,,,ERA - Active,10/4/2021,,3/21/2022,Oct-21,,N,N,N,,2801799,N,Y,N,Corporation,,DECEMBER,,Canada,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,159951,802-75096,ERA,GMT COMMUNICATIONS PARTNERS LLP,GMT COMMUNICATIONS PARTNERS LLP,2ND FLOOR,21 GLOUCESTER PLACE,LONDON,,United Kingdom,W1U 8HR,+44 207 292 9333,,0,,,,,,,ERA - Active,3/28/2012,,3/31/2022,Oct-21,HTTP://WWW.GMTPARTNERS.COM,Y,N,N,,213800OKOG16F8OCGZ87,N,Y,N,Limited Liability Partnership,,DECEMBER,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,160352,802-75842,ERA,BENCHMARK CAPITAL HOLDINGS,BENCHMARK CAPITAL HOLDINGS CO. LLC,2965 WOODSIDE ROAD,,WOODSIDE,CA,United States,94062,650-854-8180,650-854-8183,1,,,,,,,ERA - Active,3/30/2012,,3/16/2022,Oct-21,HTTP://WWW.BENCHMARK.COM,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
MIRO,162242,802-120418,ERA,DIS MANAGEMENT COMPANY,DIS MANAGEMENT COMPANY,1000 SOUTH POINT DRIVE,,MIAMI BEACH,FL,United States,33139,917-656-8390,,0,,,,,,,ERA - Active,1/29/2021,,3/28/2022,Oct-21,,N,N,N,,,N,Y,N,Corporation,,DECEMBER,FL,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,298484,802-114177,ERA,FOURTH SAIL CAPITAL,FOURTH SAIL CAPITAL LP,RUA TABAPUA,841 CJ 35,"SAO PAULO, SP",,Brazil,04533-000,646 355-2764,,0,,,,,,,ERA - Active,9/24/2018,,3/1/2022,Oct-21,http://www.fourthsailcap.com,Y,N,N,,894500TXYJQODS3QTR85,N,Y,N,Limited Partnership,,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
FWRO,160695,802-74807,ERA,ENCAP INVESTMENTS L.P.,ENCAP INVESTMENTS L.P.,1100 LOUISIANA,SUITE 4900,HOUSTON,TX,United States,77002,713-659-6100,713-659-6130,1,,,,,,,ERA - Active,3/22/2012,,3/30/2022,Oct-21,HTTP://WWW.ENCAPINVESTMENTS.COM,N,N,N,,,Y,N,N,Limited Partnership,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,315165,802-121750,ERA,QIS ADVISORS,QIS ADVISORS,94 SOLARIS AVENUE,CAMANA BAY,GRAND CAYMAN,,Cayman Islands,KY1-1108,18583246363,,0,,,,,,,ERA - Active,6/14/2021,,3/29/2022,Oct-21,https://www.qis.capital/,Y,N,N,,QH-355230,N,Y,N,Other (specify),EXEMPTED COMPANY,DECEMBER,,Cayman Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,288882,802-110813,ERA,COPPER STREET CAPITAL LLP,COPPER STREET CAPITAL LLP,"GROUND FLOOR, EAST WING",7 CURZON STREET,LONDON,,United Kingdom,W1J 5HG,+44 (0) 203 824 1500,+44 (0) 203 824 1500,0,,,,,,,ERA - Active,6/14/2017,,3/17/2022,Oct-21,HTTP://COPPERSTREETCAPITAL.COM/,Y,N,N,,213800E2UXNDKTYIPS41,N,Y,N,Limited Liability Partnership,,DECEMBER,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,318801,802-123341,ERA,"SAU CAPITAL PARTNERS, LTD","SAU CAPITAL PARTNERS, LTD",CALLE 36 AVENIDA 5 BIS,EDIFICIO ICA,"SAN JOSE, SAN JOSE",,Costa Rica,10101,14159329285,,0,,,,,,,ERA - Active,1/28/2022,,1/28/2022,Oct-21,https://saucapital.com/,N,N,N,,,N,Y,N,Other (specify),LTD,DECEMBER,,British Virgin Islands,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,163870,802-76517,ERA,FUND MANAGEMENT,HUNTING DOG CAPITAL LLC,FOUR EMBARCADERO,14TH FLOOR,SAN FRANCISCO,CA,United States,94111,415-277-2293,,0,,,,,,,ERA - Active,4/9/2012,,3/31/2022,Oct-21,HTTP://HDCAP.COM,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,CA,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,FUND MANAGEMENT,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
DRO,164294,802-76765,ERA,"GREAT RANGE CAPITAL, LLC","GREAT RANGE CAPITAL, LLC",1968 SHAWNEE MISSION PARKWAY,SUITE 200,MISSION WOODS,KS,United States,66205,913-378-0850,913-378-0857,0,,,,,,,ERA - Active,5/31/2012,,5/2/2022,Oct-21,https://www.linkedin.com/company/great-range-capital/,N,N,N,,,N,N,Y,Limited Liability Company,,DECEMBER,KS,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
FWRO,290746,802-112305,ERA,QUAKE CAPITAL,"QUAKE INVESTMENT STRATEGIES, LLC",100 CONGRESS AVE,SUITE 2000,AUSTIN,TX,United States,78701,5124693528,,0,,,,,,,ERA - Active,12/14/2017,,3/31/2022,Oct-21,HTTP://WWW.QUAKECAPITAL.COM,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,162247,802-122332,ERA,PINE BROOK,"PINE BROOK ROAD ADVISORS, L.P.",60 EAST 42ND STREET,SUITE 3014,NEW YORK,NY,United States,10165,212-847-4333,,1,,,,,,,ERA - Active,8/17/2021,,3/30/2022,Oct-21,HTTPS://WWW.LINKEDIN.COM/COMPANY/PINE-BROOK-ROAD-PARTNERS/,N,N,N,,,Y,N,N,Limited Partnership,,DECEMBER,DE,United States,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
BRO,282878,802-107306,ERA,ASL MANAGEMENT LLC,ASL MANAGEMENT LLC,,,,,,,(203) 738-5836,,0,,,,,,,ERA - Active,2/16/2016,,3/18/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
BRO,161475,802-108405,ERA,DOWLING CAPITAL PARTNERS,"DOWLING CAPITAL MANAGEMENT, LLC",190 FARMINGTON AVENUE,,FARMINGTON,CT,United States,6032,860-676-7377,,0,,,,,,,ERA - Active,9/8/2016,,3/31/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,316533,802-122565,ERA,"A-STAR PARTNERS, LLC","A-STAR PARTNERS, LLC",16 FUNSTON AVE,SUITE A,SAN FRANCISCO,CA,United States,94129,415-287-0504,,0,,,,,,,ERA - Active,9/27/2021,,3/28/2022,Oct-21,https://www.a-star.co/,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
NYRO,314358,802-121293,ERA,"THALES INVESTMENT MANAGEMENT COMPANY, LLC","THALES INVESTMENT MANAGEMENT COMPANY, LLC",504 E 5TH ST,APT 2D,NEW YORK,NY,United States,10009,972-639-6470,,0,,,,,,,ERA - Active,4/23/2021,,3/28/2022,Oct-21,,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
BRO,160936,802-112533,ERA,"SYMMETRIC CAPITAL, LLC","SYMMETRIC CAPITAL, LLC",1500 DISTRICT AVE,,BURLINGTON,MA,United States,1803,781-419-1100,781-419-1101,0,,,,,,,ERA - Active,1/29/2018,,2/28/2022,Oct-21,HTTP://WWW.SYMMETRICCAPITAL.COM,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,192513,802-96171,ERA,KINTBURY CAPITAL LLP,KINTBURY CAPITAL LLP,22 SACKVILLE STREET,,LONDON,,United Kingdom,W1S 3DN,2078704900,,0,,,,,,,ERA - Active,4/15/2015,,4/28/2022,Oct-21,HTTPS://WWW.KINTBURYCAPITAL.COM,Y,N,Y,$1 billion - $10 billion,213800SFSQPS3XKC4E48,N,Y,N,Limited Liability Partnership,,MARCH,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
MIRO,289300,802-112571,ERA,STRAIGHTPATH MANAGEMENT INC,STRAIGHTPATH MANAGEMENT LLC,601 HERITAGE DRIVE SUITE 220,,JUPITER,FL,United States,33458,646-767-7404,,0,,,,,,,ERA - Active,2/5/2018,,9/7/2021,Mar-20,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,Y,N,N,N,N,N,N
HQ,315133,802-121687,ERA,"JOURNAL CAPITAL MANAGEMENT, LLC","JOURNAL CAPITAL MANAGEMENT, LLC",,,,,,,1-626-268-7067,,0,,,,,,,ERA - Active,6/4/2021,,3/30/2022,Oct-21,,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,307931,802-118597,ERA,COGITO CAPITAL PARTNERS,COGITO GENERAL PARTNER,"6, RUE EUGENE RUPPERT",,"LUXEMBOURG, LUXEMBOURG",,Luxembourg,L-2453,+352 26 44 91,,0,,,,,,,ERA - Active,3/30/2020,,3/24/2022,Oct-21,http://www.cogitocap.com,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,,Luxembourg,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
DRO,290236,802-111958,ERA,ACCESS VENTURE PARTNERS,"ACCESS MANAGEMENT COMPANY, INC.",8787 TURNPIKE DRIVE,SUITE 260,WESTMINSTER,CO,United States,80031,303-426-8899,303-426-8828,0,,,,,,,ERA - Active,9/28/2017,,3/30/2022,Oct-21,HTTP://WWW.ACCESSVP.COM,N,N,N,,,Y,N,Y,Corporation,,DECEMBER,CO,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
CHRO,314019,802-122164,ERA,H VENTURE PARTNERS,"H VENTURE MANAGEMENT, LLC",3515 MICHIGAN AVENUE,SUITE 200,CINCINNATI,OH,United States,45208,(844) 552-2554,,0,,,,,,,ERA - Active,7/26/2021,,3/31/2022,Oct-21,https://h.ventures/,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,OH,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
FWRO,309641,802-119248,ERA,"ACRETRADER MANAGEMENT, LLC","ACRETRADER MANAGEMENT, LLC",112 W. CENTER STREET,SUITE 600,FAYETTEVILLE,AR,United States,72701,479-335-5660,,0,,,,,,,ERA - Active,7/8/2020,,2/10/2022,Oct-21,https://www.instagram.com/acretrader/,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,162478,802-75714,ERA,VIOLA VENTURES V.C. MANAGEMENT 2 LTD.,VIOLA VENTURES V.C. MANAGEMENT 2 LTD.,12 ABBA EBAN AVENUE,ACKERSTEIN TOWERS BLDG. D,HERZELIYA,,Israel,4672530,972-9-972-0400,972-9-972-0401,0,,,,,,,ERA - Active,3/30/2012,,3/7/2022,Oct-21,HTTPS://WWW.FACEBOOK.COM/VIOLAGROUPIL/,N,N,N,,,N,Y,N,Corporation,,DECEMBER,,Israel,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
DRO,311082,802-119683,ERA,"RED DOOR MANAGEMENT, INC.","RED DOOR MANAGEMENT, INC.",201 S. MAIN STREET,SUITE 2200,SALT LAKE CITY,UT,United States,84111,801-433-2453,,0,,,,,,,ERA - Active,9/23/2020,,3/17/2022,Oct-21,https://www.reddoorcp.com,N,N,N,,,N,Y,N,Corporation,,DECEMBER,UT,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
FWRO,311331,802-123680,ERA,"AKF FUND HOLDINGS, LLC","AKF FUND HOLDINGS, LLC",,,,,,,817-313-1606,,0,,,,,,,ERA - Active,3/11/2022,,3/11/2022,Oct-21,,N,N,N,,N/A,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,308120,802-118516,ERA,SILICON VENTURES LLC,SILICON VENTURES LLC,,,,,,,650-282-0111,,0,,,,,,,ERA - Active,3/25/2020,,5/2/2022,Oct-21,http://siliconventures.vc,N,N,N,,,Y,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
MIRO,299370,802-121449,ERA,"LATERAL CAPITAL ADVISORS, LLC","LATERAL CAPITAL ADVISORS, LLC","1330 MAIN STREET, SECOND FLOOR",,SARASOTA,FL,United States,34236,651-303-3700,,0,,,,,,,ERA - Active,5/10/2021,,3/30/2022,Oct-21,,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
FWRO,301703,802-115314,ERA,VERADACE CAPITAL MANAGEMENT,VERADACE CAPITAL MANAGEMENT LLC,2626 COLE AVENUE,SUITE 300,DALLAS,TX,United States,75204,913-908-4943,,0,,,,,,,ERA - Active,4/18/2019,,3/31/2022,Oct-21,https://www.veradacecapital.com,N,N,N,,,N,Y,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
SFRO,178532,802-100509,ERA,"LDVP MANAGEMENT, LLC","LDVP MANAGEMENT, LLC",,,,,,,650-743-6568,,1,,,,,,,ERA - Active,6/30/2015,,3/24/2022,Oct-21,HTTP://WWW.LDVP.COM,N,N,N,,,Y,N,N,Limited Liability Company,,DECEMBER,DE,United States,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,159880,802-75107,ERA,3I INVESTMENTS PLC,3I INVESTMENTS PLC,16 PALACE STREET,,LONDON,,United Kingdom,SW1E 5JD,+44 20 7975 3131,+44 20 7975 3232,0,,,,,,,ERA - Active,3/28/2012,,6/25/2021,Mar-20,HTTP://WWW.3I.COM,Y,N,N,,549300L66TI5OHG57024,N,Y,N,Other (specify),ENGLISH PUBLIC LIMITED LIABILITY COMPANY,MARCH,,United Kingdom,N,N,N,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
HQ,265790,802-106494,ERA,WAYPOINTE LIMITED,WAYPOINTE LIMITED,"8/F, SUITE 818, CYBERPORT 1",100 CYBERPORT ROAD,HONG KONG,,Hong Kong,,-10337,,0,,,,,,,ERA - Active,7/29/2015,,2/15/2022,Oct-21,,Y,N,N,,,N,Y,N,Corporation,,DECEMBER,,Hong Kong,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,,N,,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
